id,title,current_primary_industry,proposed_primary_industry,current_secondary_industries,proposed_secondary_industries,current_requirements,proposed_requirements,confidence,SOC_code_used,onet_occupation_title,onet_job_zone,flagged_industry_mismatch,mismatch_tier,flagged_templated_requirements,dup_shared_count,phase1_keyword_expected,requirements_rewrite_shared_by,requirements_rewrite_career_specific,notes,created_at
5cbfcfa3-6808-41b0-aa02-70a4873cce61,Volunteer Management Specialist,Gaming & Esports,,"Tech & Engineering,Marketing & Communications,Science & Research",,"A bachelor's degree in nonprofit management, human resources, or related field is preferred; relevant volunteer experience and certification from organizations like the Association for Volunteer Administration can strengthen candidacy.",,LOW,,,,yes,LOW,no,,Social Impact & Nonprofit / Business & Finance,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:34.239097+00:00
8a6868df-05fb-42dd-9a91-d86060fd533e,Volunteer Programs Director,Gaming & Esports,,"Tech & Engineering,Marketing & Communications,Science & Research",,"Bachelor's degree in nonprofit management, social work, or related field is preferred but experience in volunteer coordination or community organizing can substitute.",,LOW,,,,yes,LOW,yes,7,Social Impact & Nonprofit / Business & Finance,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:34.465719+00:00
3c72616d-cceb-4b55-9519-d97183a8a5ce,Volunteer Recruiter,Gaming & Esports,,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",,A high school diploma or bachelor's degree is often sufficient; certifications in nonprofit management or volunteer coordination can strengthen candidacy.,,LOW,,,,yes,LOW,no,,Social Impact & Nonprofit / Business & Finance,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:31.20659+00:00
68f93253-9d60-45e9-b8ce-e94f8254dbb2,Wedding Coordinator,Hospitality & Events,,"Design & Creative,Business & Finance",,High school diploma required; bachelor's degree in hospitality or event management preferred; industry certifications like Certified Wedding Planner (CWP) enhance credentials but are not required.,,LOW,,,,yes,LOW,yes,8,Supply Chain & Operations / Aviation & Transportation,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-29T02:00:45.761956+00:00
0842dca2-07be-4928-bc9d-e02a3558576d,Wedding Planner (Destination Events),Hospitality & Events,,"Design & Creative,Entrepreneurship",,"High school diploma minimum; bachelor's degree in hospitality, business, or event management preferred; certifications like Certified Professional Wedding Planner (CPWP) enhance credibility.",,LOW,,,,yes,LOW,yes,16,Supply Chain & Operations / Aviation & Transportation,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-25T06:07:10.87779+00:00
61ca9543-b6aa-4959-b4ec-0ac7ea777849,Wedding Planner (Destination Weddings),Hospitality & Events,,"Design & Creative,Business & Finance",,High school diploma minimum; event planning certification or hospitality background helpful but not required; strong organizational and communication skills essential.,,NO CHANGE,13-1121.00,"Meeting, Convention, and Event Planners",4,yes,LOW,no,,Supply Chain & Operations / Aviation & Transportation,,,O*NET (Hospitality & Events) matches current primary — Phase 1 keyword flag looks like a false positive,2026-05-11T02:05:49.876048+00:00
8e343f1c-a335-4920-8a6a-71f27c4f8f59,Wedding Planner (Destination),Hospitality & Events,,"Design & Creative,Business & Finance",,"A high school diploma is sufficient for entry; many employers prefer a degree in event planning, hospitality, or business, plus industry certifications like the Certified Wedding Planner (CWP) credential.",,LOW,,,,yes,LOW,no,,Supply Chain & Operations / Aviation & Transportation,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:32.086589+00:00
e0efd347-d048-4041-9634-bcd1ee1ca6c1,Wedding Planner (Full Service),Hospitality & Events,,"Design & Creative,Business & Finance",,"No degree required; certifications from event planning associations (ISES, WPC) and customer service experience are valuable starting points.",,LOW,,,,yes,LOW,no,,Supply Chain & Operations / Aviation & Transportation,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-06-05T02:15:08.812303+00:00
2449d955-7e9b-41e7-a6c8-b171f1fae8fe,Wellness Retreat Operator,Entrepreneurship,Business & Finance,"Hospitality & Events,Healthcare & Medicine","Entrepreneurship,Hospitality & Events,Healthcare & Medicine","While a degree isn't required, certifications in wellness coaching, yoga, nutrition, or hospitality management are valuable; business management skills and wellness credentials strengthen your credibility.",,LOW,11-1021.00,General and Operations Managers,4,yes,LOW,no,,Marketing & Communications / Business & Finance / Media & Journalism,,,"SOC 11-1021.00 only maps at major-group level (11) — too coarse to auto-apply; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it",2026-06-24T04:06:11.368302+00:00
da2ba049-62cc-4e11-b246-860fb41ac88a,Wellness Retreat Organizer,Entrepreneurship,Supply Chain & Operations,"Hospitality & Events,Healthcare & Medicine","Entrepreneurship,Hospitality & Events,Healthcare & Medicine","While no specific degree is required, certifications in event planning, wellness coaching, or hospitality management are valuable; business and marketing skills are essential.",,MEDIUM,11-3061.00,Purchasing Managers,4,yes,LOW,no,,Marketing & Communications / Business & Finance / Media & Journalism,,,"CONFLICT: O*NET says Supply Chain & Operations, Phase 1 keyword implied Marketing & Communications/Business & Finance/Media & Journalism — needs a human; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it",2026-05-18T02:13:04.872876+00:00
42177d69-fb96-4403-9716-c0a4569391db,Wig and Hairpiece Specialist,Supply Chain & Operations,Fashion & Beauty,"Business & Finance,Tech & Engineering,Science & Research","Supply Chain & Operations,Business & Finance,Tech & Engineering,Science & Research",Most positions require a high school diploma and specialized training through cosmetology school or apprenticeships; some employers prefer cosmetology licensure depending on state regulations.,,MEDIUM,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3,yes,LOW,no,,Arts & Performance,,,"CONFLICT: O*NET says Fashion & Beauty, Phase 1 keyword implied Arts & Performance — needs a human; demoted current primary ""Supply Chain & Operations"" to secondary rather than discarding it",2026-04-22T02:52:32.680575+00:00
2bb9210a-9a3b-479d-9f4c-8592f1bd661a,Wig Specialist,Fashion & Beauty,,"Design & Creative,Marketing & Communications,Architecture & Urban Planning",,"Certification from a cosmetology or wig-specialty program, plus apprenticeship experience; some positions require a cosmetology license.",,NO CHANGE,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3,yes,LOW,no,,Arts & Performance,,,O*NET (Fashion & Beauty) matches current primary — Phase 1 keyword flag looks like a false positive,2026-04-22T02:52:32.086589+00:00
cab2cacd-a9e4-4f69-9695-bb1f85a6f095,Youth Sports Director,Sports & Fitness,,"Gaming & Esports,Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",,"High school diploma or equivalent; certifications in coaching, first aid/CPR, and youth safeguarding are typically required or strongly preferred.",,NO CHANGE,27-2022.00,Coaches and Scouts,4,yes,LOW,no,,Sports & Fitness / Healthcare & Medicine / Education & Coaching,,,O*NET (Sports & Fitness) matches current primary — Phase 1 keyword flag looks like a false positive,2026-04-22T02:52:34.465719+00:00
f9207d8f-5e09-454d-b5c7-6a5bc7f9a13b,Zero Waste Program Manager,Gaming & Esports,,"Tech & Engineering,Marketing & Communications,Science & Research",,"A bachelor's degree in environmental science, sustainability, or business is helpful but not always required; certifications in waste management or sustainability (like LEED) strengthen candidacy.",,LOW,,,,yes,LOW,yes,4,Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:30.264317+00:00
f6fce658-7a59-4111-8987-79fc822dd96e,Zero-Waste Program Manager,Gaming & Esports,,"Tech & Engineering,Marketing & Communications,Science & Research",,"Bachelor's degree in environmental science, sustainability, or business preferred; certifications in waste management or sustainability practices are valuable but not always required.",,LOW,,,,yes,LOW,yes,4,Environment & Sustainability / Business & Finance / Supply Chain & Operations / Architecture & Urban Planning,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:31.20659+00:00
cbd89142-4422-4415-b34e-4dd45bd80ff3,Patient Advocate,Healthcare & Medicine,,"Social Impact & Nonprofit,Education & Coaching,Law & Government",,"Bachelor's degree in healthcare, social work, or related field preferred; certification as Patient Advocate Certified (PAC) or similar credentials recommended but not always required.",,NO CHANGE,21-1094.00,Community Health Workers,4,yes,MEDIUM,no,,Healthcare & Medicine,,,O*NET (Healthcare & Medicine) matches current primary — Phase 1 keyword flag looks like a false positive,2026-04-22T02:52:31.20659+00:00
9d74b1f6-61c8-4c15-a1a1-3f63f38ec983,Water Quality Engineer,Environment & Sustainability,,"Science & Research,Law & Government",,"A bachelor's degree in environmental engineering, civil engineering, or chemistry is typically required; many positions require or prefer Professional Engineer (PE) licensure.",,NO CHANGE,17-2081.00,Environmental Engineers,4,yes,MEDIUM,no,,Tech & Engineering / Cybersecurity / Gaming & Esports,,,O*NET (Environment & Sustainability) matches current primary — Phase 1 keyword flag looks like a false positive,2026-05-31T02:29:34.622978+00:00
9070ba23-beff-4756-9a30-1caf76325ed4,Budget Analyst,Education & Coaching,Business & Finance,"Social Impact & Nonprofit,Tech & Engineering,Science & Research","Education & Coaching,Social Impact & Nonprofit,Tech & Engineering,Science & Research","Bachelor's degree in accounting, finance, economics, or business; CPA or CFA certification preferred but not required for entry-level positions.",,LOW,13-2031.00,Budget Analysts,4,yes,LOW,no,,Healthcare & Medicine,,,"SOC 13-2031.00 only maps at major-group level (13) — too coarse to auto-apply; demoted current primary ""Education & Coaching"" to secondary rather than discarding it",2026-04-22T02:52:32.271017+00:00
e505baa9-22e6-4744-a82c-675b9febf708,Casino Operations Manager,Gaming & Esports,Business & Finance,"Tech & Engineering,Marketing & Communications,Science & Research","Gaming & Esports,Tech & Engineering,Marketing & Communications,Science & Research","High school diploma or equivalent required; most positions require 2-5 years in hospitality/gaming, gaming certification, and a valid gaming license from your state's gaming commission.",,LOW,11-1021.00,General and Operations Managers,4,yes,LOW,no,,Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations,,,"SOC 11-1021.00 only maps at major-group level (11) — too coarse to auto-apply; demoted current primary ""Gaming & Esports"" to secondary rather than discarding it",2026-04-22T02:52:32.905098+00:00
93163ada-07da-499e-83ba-510d9a602759,Commercial Kitchen Operator (Shared Space),Entrepreneurship,,"Hospitality & Events,Social Impact & Nonprofit",,Food handler certification and ServSafe certification are typically required; some positions prefer business or hospitality coursework or experience in food service management.,,LOW,,,,yes,LOW,no,,Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-05-19T02:13:44.839112+00:00
1f81395d-a4f5-450f-bb5d-3c19b223399d,Corporate Comptroller,Arts & Performance,,"Media & Journalism,Design & Creative,Science & Research",,Bachelor's degree in accounting or finance required; CPA (Certified Public Accountant) certification and several years of accounting experience typically needed to reach comptroller level.,,LOW,,,,yes,LOW,yes,13,Law & Government / Business & Finance / Healthcare & Medicine / Cybersecurity / Environment & Sustainability / Supply Chain & Operations,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:33.295118+00:00
243a90f3-43ed-4a1e-8f2b-69916814f830,Cosmetic Dermatologist,Fashion & Beauty,,"Design & Creative,Marketing & Communications,Arts & Performance",,"Complete medical school (MD or DO), dermatology residency (3 years), and cosmetic dermatology fellowship or specialized training; board certification in dermatology required.",,LOW,,,,yes,LOW,no,,Healthcare & Medicine / Science & Research,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:31.392704+00:00
adf3485e-cef2-4277-92b8-9ac975e79738,Financial Crime Technology Specialist,Tech & Engineering,,"Business & Finance,Cybersecurity,Law & Government",,"A degree in finance, computer science, or related field plus certifications like CFE (Certified Fraud Examiner) or CAMS (Certified Anti-Money Laundering Specialist) are typically required or strongly preferred.",,NO CHANGE,15-1299.01,Web Administrators,4,yes,LOW,no,,Tech & Engineering / Science & Research / Gaming & Esports,,,O*NET (Tech & Engineering) matches current primary — Phase 1 keyword flag looks like a false positive,2026-08-13T02:27:43.354165+00:00
e21bcf6a-4a0e-4ce8-9616-17ae70479347,Food Service Director,Hospitality & Events,Food & Culinary,"Education & Coaching,Business & Finance","Hospitality & Events,Education & Coaching,Business & Finance",High school diploma plus food safety certification (ServSafe); some positions prefer an associate degree in food service management or hospitality.,,MEDIUM,11-9051.00,Food Service Managers,,yes,LOW,no,,Healthcare & Medicine,,,"CONFLICT: O*NET says Food & Culinary, Phase 1 keyword implied Healthcare & Medicine — needs a human; demoted current primary ""Hospitality & Events"" to secondary rather than discarding it",2026-04-30T01:59:18.526679+00:00
d2b40242-074e-4c8a-a770-011abd3adb34,Golf Instructor,Sports & Fitness,,"Gaming & Esports,Tech & Engineering,Marketing & Communications,Media & Journalism",,Most positions require PGA or similar golf instructor certification; some clubs accept experienced golfers with demonstrated teaching ability.,,NO CHANGE,27-2022.00,Coaches and Scouts,4,yes,LOW,no,,Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,,,O*NET (Sports & Fitness) matches current primary — Phase 1 keyword flag looks like a false positive,2026-04-22T02:52:30.082186+00:00
15120114-3c8b-488e-bb84-25ed57d2574b,Healthcare Access Advocate,Healthcare & Medicine,,"Social Impact & Nonprofit,Law & Government,Education & Coaching",,"A bachelor's degree in public health, social work, or related field is common but not always required; relevant certifications like health literacy or community health worker credentials strengthen candidacy.",,NO CHANGE,21-1094.00,Community Health Workers,4,yes,LOW,no,,Healthcare & Medicine / Science & Research,,,O*NET (Healthcare & Medicine) matches current primary — Phase 1 keyword flag looks like a false positive,2026-05-25T02:32:08.899895+00:00
139efc5b-1afd-45c0-8f8c-597e891cbbf6,Healthcare Startup Founder,Entrepreneurship,Business & Finance,"Business & Finance,Tech & Engineering","Entrepreneurship,Tech & Engineering","No degree strictly required, but business, healthcare, or science background plus entrepreneurship experience or MBA strongly preferred; regulatory certifications depend on your specific health product.",,MEDIUM,11-1011.00,Chief Executives,5,yes,LOW,no,,Healthcare & Medicine / Science & Research,,,"CONFLICT: O*NET says Business & Finance, Phase 1 keyword implied Healthcare & Medicine/Science & Research — needs a human; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it; removed proposed primary from secondaries",2026-06-19T02:54:19.116396+00:00
b3e2deb5-eff7-4ba0-be6e-e54240992057,Infection Prevention Specialist,Hospitality & Events,,"Food & Culinary,Marketing & Communications,Science & Research",,"Requires a bachelor's degree in nursing, microbiology, or related field, with certification as a Certified Infection Prevention Professional (CIPIC) or Certified in Infection Control (CIC) preferred or required.",,LOW,,,,yes,LOW,no,,Healthcare & Medicine,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:29.206458+00:00
57c8902d-0a83-4f74-af90-26fbaad977ca,Influencer Entrepreneur,Entrepreneurship,Marketing & Communications,"Media & Journalism,Design & Creative","Entrepreneurship,Media & Journalism,Design & Creative","No formal degree required; success depends on digital marketing skills, content creation ability, understanding of platform algorithms, and business acumen for monetization and audience growth.",,MEDIUM,27-3031.00,Public Relations Specialists,4,yes,LOW,no,,Tech & Engineering / Science & Research / Gaming & Esports,,,"CONFLICT: O*NET says Marketing & Communications, Phase 1 keyword implied Tech & Engineering/Science & Research/Gaming & Esports — needs a human; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it",2026-07-15T02:53:31.949371+00:00
b27e4d28-acd4-4578-8ca6-36e0ed14d7cb,Medication Safety Officer,Social Impact & Nonprofit,,"Education & Coaching,Law & Government,Science & Research",,"Typically requires a Bachelor's degree in pharmacy, nursing, or related healthcare field, along with relevant certifications such as CPPS (Certified Patient Safety Specialist) or similar medication safety credentials.",,LOW,,,,yes,LOW,no,,Healthcare & Medicine,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:34.05043+00:00
985ffb0e-e617-49c4-b350-c9002f025369,Municipal Bond Trader,Education & Coaching,,"Social Impact & Nonprofit,Tech & Engineering,Science & Research",,"Bachelor's degree in finance, economics, or related field required; Series 7 and Series 53 (Municipal Securities Principal) licenses mandatory.",,LOW,,,,yes,LOW,yes,4,Healthcare & Medicine,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:32.496342+00:00
a21b0e51-9052-4f33-95e8-edc77f5d82f4,Nutritionist (Sports),Food & Culinary,Healthcare & Medicine,"Hospitality & Events,Business & Finance,Arts & Performance","Food & Culinary,Hospitality & Events,Business & Finance,Arts & Performance","Bachelor's degree in nutrition or dietetics, passing the Registered Dietitian Nutritionist (RDN) exam, and state licensure; additional sports nutrition certification (CSSD) is highly valued.",,HIGH,29-1031.00,Dietitians and Nutritionists,5,yes,LOW,no,,Healthcare & Medicine / Science & Research,,,"O*NET and Phase 1 keyword signal agree independently on Healthcare & Medicine; SOC major group 29 maps to Healthcare & Medicine for every occupation it contains, so the 2-digit match is coarse but not ambiguous; demoted current primary ""Food & Culinary"" to secondary rather than discarding it",2026-04-22T02:52:31.845128+00:00
931ec5dc-ee9c-4c4b-b950-cd81de15cbed,Pop-Up Retail Owner,Entrepreneurship,,"Design & Creative,Hospitality & Events",,"No formal degree required; business registration, retail experience, and strong understanding of branding and customer marketing are essential.",,LOW,,,,yes,LOW,no,,Supply Chain & Operations / Business & Finance,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-07-19T03:25:55.719621+00:00
1eb18120-dec5-414f-a207-f4a38369b765,Pop-Up Shop Creator,Supply Chain & Operations,,"Entrepreneurship,Design & Creative,Hospitality & Events",,"No formal degree required; business basics, marketing knowledge, and retail experience are valuable starting points.",,NO CHANGE,11-3051.00,Industrial Production Managers,4,yes,LOW,no,,Supply Chain & Operations / Business & Finance,,,O*NET (Supply Chain & Operations) matches current primary — Phase 1 keyword flag looks like a false positive,2026-07-13T03:32:28.842983+00:00
65a637dd-5983-48eb-8541-ca6c86093a82,Pop-up Shop Curator,Entrepreneurship,Business & Finance,"Design & Creative,Hospitality & Events","Entrepreneurship,Design & Creative,Hospitality & Events","No degree required; experience in retail, merchandising, event planning, or business is typically gained through internships or entry-level roles.",,LOW,41-2031.00,Retail Salespersons,,yes,LOW,no,,Supply Chain & Operations / Business & Finance,,,"SOC 41-2031.00 only maps at major-group level (41) — too coarse to auto-apply; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it",2026-06-02T02:37:21.452672+00:00
5f90cdae-4923-48c5-b636-a687032ce452,Registered Dietitian,Food & Culinary,,"Hospitality & Events,Business & Finance,Arts & Performance",,"Bachelor's degree in nutrition or dietetics, completion of an accredited dietetic internship program, and passing the Commission on Dietetic Registration (CDR) examination to become a Registered Dietitian (RD) or Registered Dietitian Nutritionist (RDN).",,LOW,,,,yes,LOW,yes,6,Healthcare & Medicine,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:32.905098+00:00
9666270b-250b-4f85-9724-191365d8eb81,Research Ethics Officer,Law & Government,,"Business & Finance,Social Impact & Nonprofit,Science & Research",,"Bachelor's degree required (preferably in life sciences, medicine, or law); many positions require a master's and certification in research ethics or completion of IRB training courses.",,LOW,,,,yes,LOW,no,,Healthcare & Medicine,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:32.905098+00:00
52c733ce-4fb1-4caa-a7d1-f8b2b93567cf,Signage and Wayfinding Specialist,Design & Creative,,Hospitality & Events,,"A degree in graphic design, environmental design, or related field is helpful; portfolio demonstrating design skills and knowledge of design software (Adobe Creative Suite, CAD) is often preferred by employers.",,NO CHANGE,27-1027.00,Set and Exhibit Designers,5,yes,LOW,no,,Healthcare & Medicine,,,O*NET (Design & Creative) matches current primary — Phase 1 keyword flag looks like a false positive,2026-07-03T03:49:59.552387+00:00
69f9e4f5-9b6a-4d4e-8e22-74fa71b0aaff,Signage Systems Designer,Design & Creative,,"Business & Finance,Tech & Engineering",,"A portfolio demonstrating design skills is essential; a degree in graphic design, industrial design, or related field is helpful but not always required—what matters most is strong design software proficiency (Adobe Creative Suite, CAD) and understanding of materials and fabrication.","O*NET classifies this work under Set and Exhibit Designers (SOC 27-1027.00), Job Zone 5 — Extensive Preparation Needed. Most of these occupations require graduate school. For example, they may require a master's degree, and some require a Ph.D., M.D., or J.D. (law degree). Survey respondents reported: Bachelor's degree required 33% </. Extensive skill, knowledge, and experience are needed for these occupations. Many require more than five years of experience. For example, surgeons must complete four years of college and an additional five to seven years of specialized medical training to be able to do their job. O*NET SVP range 8.0 and above.",NO CHANGE,27-1027.00,Set and Exhibit Designers,5,yes,LOW,yes,26,Healthcare & Medicine,11,no,"O*NET (Design & Creative) matches current primary — Phase 1 keyword flag looks like a false positive; rewrite would be identical on 11 careers sharing SOC 27-1027.00 — still templated, needs per-career wording",2026-04-22T02:52:32.905098+00:00
11c3df0d-786a-48c8-97da-5f02ad0f18c0,Social Media Entrepreneur (Personal Brand),Entrepreneurship,Marketing & Communications,"Media & Journalism,Design & Creative","Entrepreneurship,Media & Journalism,Design & Creative","No formal degree required, but skills in content creation, photography, video editing, copywriting, and digital marketing are essential; certifications in social media management or digital marketing are helpful but optional.",,MEDIUM,27-3031.00,Public Relations Specialists,4,yes,LOW,no,,Tech & Engineering / Science & Research / Gaming & Esports,,,"CONFLICT: O*NET says Marketing & Communications, Phase 1 keyword implied Tech & Engineering/Science & Research/Gaming & Esports — needs a human; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it",2026-05-28T02:01:23.229626+00:00
d5238946-59dd-4ab6-8dc6-f387b774617d,Sports Video Analyst,Gaming & Esports,Media & Journalism,"Tech & Engineering,Marketing & Communications,Science & Research","Gaming & Esports,Tech & Engineering,Marketing & Communications,Science & Research","Bachelor's degree in sports science, kinesiology, communications, or related field preferred; certifications in video analysis software and sports performance analysis are beneficial.",,MEDIUM,27-4032.00,Film and Video Editors,4,yes,LOW,no,,Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,,,"CONFLICT: O*NET says Media & Journalism, Phase 1 keyword implied Sports & Fitness/Education & Coaching/Business & Finance/Social Impact & Nonprofit — needs a human; demoted current primary ""Gaming & Esports"" to secondary rather than discarding it",2026-04-22T02:52:31.660242+00:00
46783e2b-7410-426a-a4f5-5ac2e9443280,TikTok Content Creator,Media & Journalism,,"Design & Creative,Entrepreneurship",,"No formal degree required; strong video editing skills, social media literacy, and a smartphone or camera are essential to get started.",,LOW,,,,yes,LOW,no,,Tech & Engineering / Science & Research / Gaming & Esports,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-06-21T02:42:07.312251+00:00
10dc5bd8-17b0-4154-ae3d-9976d5beb95a,Vintage Clothing Authenticator,Fashion & Beauty,Sports & Fitness,"Design & Creative,Entrepreneurship","Fashion & Beauty,Design & Creative,Entrepreneurship","No degree required, but strong knowledge of fashion history, textile construction, and brand timelines is essential; certifications in fashion authentication or apparel science are beneficial.",,MEDIUM,27-2023.00,"Umpires, Referees, and Other Sports Officials",,yes,LOW,no,,Tech & Engineering / Cybersecurity,,,"CONFLICT: O*NET says Sports & Fitness, Phase 1 keyword implied Tech & Engineering/Cybersecurity — needs a human; demoted current primary ""Fashion & Beauty"" to secondary rather than discarding it",2026-05-19T02:14:02.224448+00:00
45a76936-4e3f-4080-afff-4ac3a968acb9,Youth Development Specialist,Social Impact & Nonprofit,,"Gaming & Esports,Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",,"Bachelor's degree in social work, education, psychology, or related field preferred; certifications in youth development or counseling may be required depending on employer.",,NO CHANGE,21-1093.00,Social and Human Service Assistants,4,yes,LOW,no,,Sports & Fitness / Education & Coaching / Business & Finance / Social Impact & Nonprofit,,,O*NET (Social Impact & Nonprofit) matches current primary — Phase 1 keyword flag looks like a false positive,2026-04-22T02:52:32.496342+00:00
01820c71-7052-4f4d-a81b-7e8709d76c94,Adaptive Infrastructure Planner,Architecture & Urban Planning,Science & Research,"Science & Research,Environment & Sustainability","Architecture & Urban Planning,Environment & Sustainability","Bachelor's degree in urban planning, civil engineering, or environmental science; professional certifications (AICP) and experience in climate adaptation or infrastructure resilience preferred.",,LOW,19-3051.00,Urban and Regional Planners,5,yes,LOW,no,,Tech & Engineering / Cybersecurity / Supply Chain & Operations,,,"SOC 19-3051.00 only maps at major-group level (19) — too coarse to auto-apply; demoted current primary ""Architecture & Urban Planning"" to secondary rather than discarding it; removed proposed primary from secondaries",2026-08-18T01:35:12.760028+00:00
aac1511a-c76d-498e-aa36-8afacdb1340e,Audiologist,Tech & Engineering,Healthcare & Medicine,"Business & Finance,Design & Creative,Science & Research","Tech & Engineering,Business & Finance,Design & Creative,Science & Research",Requires a Doctor of Audiology (Au.D.) degree and state licensure; many positions also require Board Certification from the American Board of Audiology.,,HIGH,29-1181.00,Audiologists,5,yes,LOW,no,,Healthcare & Medicine,,,"O*NET and Phase 1 keyword signal agree independently on Healthcare & Medicine; SOC major group 29 maps to Healthcare & Medicine for every occupation it contains, so the 2-digit match is coarse but not ambiguous; demoted current primary ""Tech & Engineering"" to secondary rather than discarding it",2026-04-22T02:52:33.087307+00:00
d9f14271-79f7-4b48-9dc2-37bcccf69356,Coastal Resilience Manager,Environment & Sustainability,,"Law & Government,Science & Research",,"Bachelor's degree in environmental science, coastal engineering, geology, or related field; professional certifications in GIS, coastal management, or environmental planning preferred.",,NO CHANGE,19-2041.01,Climate Change Policy Analysts,5,yes,LOW,no,,Tech & Engineering / Cybersecurity / Gaming & Esports,,,O*NET (Environment & Sustainability) matches current primary — Phase 1 keyword flag looks like a false positive,2026-08-07T02:57:38.726222+00:00
be9d8eeb-37a7-488c-879a-73e5a3611c60,Community Currency Designer,Entrepreneurship,Business & Finance,"Social Impact & Nonprofit,Design & Creative","Entrepreneurship,Social Impact & Nonprofit,Design & Creative","Background in business, economics, design, or community development helpful; certifications in social entrepreneurship or blockchain technology can strengthen credentials, but passion and real-world project experience matter most.",,MEDIUM,11-1011.00,Chief Executives,5,yes,LOW,no,,Tech & Engineering / Cybersecurity / Supply Chain & Operations,,,"CONFLICT: O*NET says Business & Finance, Phase 1 keyword implied Tech & Engineering/Cybersecurity/Supply Chain & Operations — needs a human; demoted current primary ""Entrepreneurship"" to secondary rather than discarding it",2026-06-22T02:43:42.973504+00:00
c1f3824f-2fd6-4dbb-aff7-04ce5f2934eb,Dental Hygienist,Supply Chain & Operations,,"Business & Finance,Tech & Engineering,Science & Research",,Associate's degree in dental hygiene and state licensure through written and clinical exams required.,,LOW,,,,yes,LOW,no,,Healthcare & Medicine,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:29.646164+00:00
c25447da-fd34-41c0-acf1-b65058c9d2c3,Electrocardiogram Technician,Cybersecurity,,"Tech & Engineering,Law & Government,Science & Research",,High school diploma or GED required; completion of an EKG technician certificate program and passing the Certified Cardiographic Technician (CCT) or Registered Cardiac Invasive Specialist (RCIS) exam is typically needed.,,LOW,,,,yes,LOW,no,,Healthcare & Medicine,,,no valid O*NET SOC in source_url — cannot verify against O*NET,2026-04-22T02:52:33.295118+00:00
410f1592-53c1-4c63-9911-4da88f0ff170,Gastroenterologist,Hospitality & Events,,"Food & Culinary,Marketing & Communications,Science & Research",,"Requires Doctor of Medicine (MD) or Doctor of Osteopathic Medicine (DO), 3-year gastroenterology residency, and board certification by the American Board of Internal Medicine.",,LOW,,,,yes,LOW,yes,7,Healthcare & Medicine,,,"no valid O*NET SOC in source_url — cannot verify against O*NET; templated requirements, but no O*NET data available to rewrite from",2026-04-22T02:52:29.422718+00:00
